,Austria,Belgium,Czechia,Denmark,Estonia,Finland,France,Germany,Greece,Hungary,Iceland,Ireland,Italy,Luxembourg,Netherlands,Norway,Poland,Portugal,Romania,Russia Belarus,Slovakia,Slovenia,Spain,Sweden,Switzerland Liechtenstein,Turkey,Ukraine,UK,Åland
No through road,,,,,,,,,,,,,,,,,,,,,,,,,,,,, or 
Hospital,,,,,NOT USED,NOT USED, or ,NOT USED,,,,,,,,,, or ,,, DEFUNCT,,,NOT USED, [note 11] or  [note 12],,, or ,NOT USED
First aid,,,,,,,,,,,,NOT USED,,,,,,,,,,,,,,,,NOT USED,
Bus stop, or ,NOT USED,,,,,,,,,,,,, or  [note 13],,,,,,,,,,NOT USED,,,, local or  regional
Escape lane,NOT USED,,,NOT USED,NOT USED,NOT USED,,NOT USED,,,NOT USED,NOT USED,NOT USED,,,,,,,,,,,NOT USED,,,,,NOT USED
Tunnel,,,,,,,,,,,,NOT USED, or ,,,,,,,NOT USED,,,,, [note 14][8],,,,NOT USED
Parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Austria,Belgium,Czechia,Denmark,Estonia,Finland,France,Germany,Greece,Hungary,Iceland,Ireland,Italy,Luxembourg,Netherlands,Norway,Poland,Portugal,Romania,Russia Belarus,Slovakia,Slovenia,Spain,Sweden,Switzerland Liechtenstein,Turkey,Ukraine,UK,Åland
