Name,Release year,Market,Processor,Code name,Device ID,Clock rate,Clock rate,Core config1,API support[62][13][32][49][50],API support[62][13][32][49][50],API support[62][13][32][49][50],API support[62][13][32][49][50],eDRAM  (MiB),Memory  bandwidth  (GB/s)
Name,Release year,Market,Processor,Code name,Device ID,Min  (MHz),Max  (MHz),Core config1,Direct3D,OpenGL,OpenCL,Vulkan,eDRAM  (MiB),Memory  bandwidth  (GB/s)
HD Graphics 630,2017,Desktop,Core i5-7400T  Core i5-7400,Kaby Lake  (Gen9p5),5912,350,1000,192:24:3  (GT2),12  FL12_1,4.6Windows  4.1macOS  4.6Linux  ES 3.2Linux,2.1Windows  1.2macOS  2.1Linux,1.2Windows  1.2Linux,-,38.4
HD Graphics 630,2017,Desktop,Pentium G4600T,Kaby Lake  (Gen9p5),5912,350,1050,192:24:3  (GT2),12  FL12_1,4.6Windows  4.1macOS  4.6Linux  ES 3.2Linux,2.1Windows  1.2macOS  2.1Linux,1.2Windows  1.2Linux,-,38.4
HD Graphics 630,2017,Desktop,Pentium G4600  Pentium G4620  Core i3-7100T  Core i3-7100  Core i3-7300T  Core i5-7500T  Core i5-7500  Core i5-7600T,Kaby Lake  (Gen9p5),5912,350,1100,192:24:3  (GT2),12  FL12_1,4.6Windows  4.1macOS  4.6Linux  ES 3.2Linux,2.1Windows  1.2macOS  2.1Linux,1.2Windows  1.2Linux,-,38.4
HD Graphics 630,2017,Desktop,Core i3-7300  Core i3-7320  Core i3-7350K  Core i5-7600  Core i5-7600K  Core i7-7700T  Core i7-7700  Core i7-7700K,Kaby Lake  (Gen9p5),5912,350,1150,192:24:3  (GT2),12  FL12_1,4.6Windows  4.1macOS  4.6Linux  ES 3.2Linux,2.1Windows  1.2macOS  2.1Linux,1.2Windows  1.2Linux,-,38.4
HD Graphics 630,2017,Mobile,Core i3-7100E  Core i3-7100H  Core i3-7102E,Kaby Lake  (Gen9p5),591B,350,950,192:24:3  (GT2),12  FL12_1,4.6Windows  4.1macOS  4.6Linux  ES 3.2Linux,2.1Windows  1.2macOS  2.1Linux,1.2Windows  1.2Linux,-,38.4
HD Graphics 630,2017,Mobile,Core i5-7300HQ  Core i5-7440EQ  Core i5-7440HQ  Core i5-7442EQ  Core i7-7820EQ,Kaby Lake  (Gen9p5),591B,350,1000,192:24:3  (GT2),12  FL12_1,4.6Windows  4.1macOS  4.6Linux  ES 3.2Linux,2.1Windows  1.2macOS  2.1Linux,1.2Windows  1.2Linux,-,38.4
HD Graphics 630,2017,Mobile,Core i7-7700HQ  Core i7-7820HK  Core i7-7820HQ  Core i7-7920HQ,Kaby Lake  (Gen9p5),591B,350,1100,192:24:3  (GT2),12  FL12_1,4.6Windows  4.1macOS  4.6Linux  ES 3.2Linux,2.1Windows  1.2macOS  2.1Linux,1.2Windows  1.2Linux,-,38.4
HD Graphics 630,2017,Mobile,Core i5-8305G,Kaby Lake  (Gen9p5),?,350,1000,192:24:3  (GT2),12  FL12_1,4.6Windows  4.1macOS  4.6Linux  ES 3.2Linux,2.1Windows  1.2macOS  2.1Linux,1.2Windows  1.2Linux,-,38.4
HD Graphics 630,2017,Mobile,Core i7-8705G  Core i7-8706G  Core i7-8709G  Core i7-8809G,Kaby Lake  (Gen9p5),?,350,1100,192:24:3  (GT2),12  FL12_1,4.6Windows  4.1macOS  4.6Linux  ES 3.2Linux,2.1Windows  1.2macOS  2.1Linux,1.2Windows  1.2Linux,-,38.4
HD Graphics P630,2017,Mobile  Workstation,Xeon E3-1501L v6  Xeon E3-1501M v6  Xeon E3-1505L v6,Kaby Lake  (Gen9p5),591D,350,1000,192:24:3  (GT2),12  FL12_1,4.6Windows  4.1macOS  4.6Linux  ES 3.2Linux,2.1Windows  1.2macOS  2.1Linux,1.2Windows  1.2Linux,-,38.4
HD Graphics P630,2017,Mobile  Workstation,Xeon E3-1505M v6  Xeon E3-1535M v6,Kaby Lake  (Gen9p5),591D,350,1100,192:24:3  (GT2),12  FL12_1,4.6Windows  4.1macOS  4.6Linux  ES 3.2Linux,2.1Windows  1.2macOS  2.1Linux,1.2Windows  1.2Linux,-,38.4
HD Graphics P630,2017,Workstation,Xeon E3-1225 v6  Xeon E3-1245 v6  Xeon E3-1275 v6  Xeon E3-1285 v6,Kaby Lake  (Gen9p5),591D,350,1150,192:24:3  (GT2),12  FL12_1,4.6Windows  4.1macOS  4.6Linux  ES 3.2Linux,2.1Windows  1.2macOS  2.1Linux,1.2Windows  1.2Linux,-,38.4
Iris Plus Graphics 640,2017,Mobile,Core i5-7260U,Kaby Lake  (Gen9p5),5926,300,950,384:48:6  (GT3),12  FL12_1,4.6Windows  4.1macOS  4.6Linux  ES 3.2Linux,2.1Windows  1.2macOS  2.1Linux,1.2Windows  1.2Linux,64,34.1
Iris Plus Graphics 640,2017,Mobile,Core i5-7360U,Kaby Lake  (Gen9p5),5926,300,1000,384:48:6  (GT3),12  FL12_1,4.6Windows  4.1macOS  4.6Linux  ES 3.2Linux,2.1Windows  1.2macOS  2.1Linux,1.2Windows  1.2Linux,64,34.1
Iris Plus Graphics 640,2017,Mobile,Core i7-7560U,Kaby Lake  (Gen9p5),5926,300,1050,384:48:6  (GT3),12  FL12_1,4.6Windows  4.1macOS  4.6Linux  ES 3.2Linux,2.1Windows  1.2macOS  2.1Linux,1.2Windows  1.2Linux,64,34.1
Iris Plus Graphics 640,2017,Mobile,Core i7-7660U,Kaby Lake  (Gen9p5),5926,300,1100,384:48:6  (GT3),12  FL12_1,4.6Windows  4.1macOS  4.6Linux  ES 3.2Linux,2.1Windows  1.2macOS  2.1Linux,1.2Windows  1.2Linux,64,34.1
Iris Plus Graphics 650,2017,Mobile,Core i3-7167U,Kaby Lake  (Gen9p5),5927,300,1000,384:48:6  (GT3),12  FL12_1,4.6Windows  4.1macOS  4.6Linux  ES 3.2Linux,2.1Windows  1.2macOS  2.1Linux,1.2Windows  1.2Linux,64,34.1
Iris Plus Graphics 650,2017,Mobile,Core i5-7267U,Kaby Lake  (Gen9p5),5927,300,1050,384:48:6  (GT3),12  FL12_1,4.6Windows  4.1macOS  4.6Linux  ES 3.2Linux,2.1Windows  1.2macOS  2.1Linux,1.2Windows  1.2Linux,64,34.1
Iris Plus Graphics 650,2017,Mobile,Core i5-7287U,Kaby Lake  (Gen9p5),5927,300,1100,384:48:6  (GT3),12  FL12_1,4.6Windows  4.1macOS  4.6Linux  ES 3.2Linux,2.1Windows  1.2macOS  2.1Linux,1.2Windows  1.2Linux,64,34.1
Iris Plus Graphics 650,2017,Mobile,Core i7-7567U,Kaby Lake  (Gen9p5),5927,300,1150,384:48:6  (GT3),12  FL12_1,4.6Windows  4.1macOS  4.6Linux  ES 3.2Linux,2.1Windows  1.2macOS  2.1Linux,1.2Windows  1.2Linux,64,34.1
UHD Graphics 610,2018,Desktop,Celeron G4900T,Coffee Lake,3E93,350,1000,96:12:2  (GT1),12,4.6Windows  4.6Linux  ES 3.2Linux,2.1Windows  2.1Linux,1.2Windows  1.2Linux,-,38.4
UHD Graphics 610,2018,Desktop,Celeron G4900  Celeron G4920  Pentium Gold G5400T  Pentium Gold G5400,Coffee Lake,3E93,350,1050,96:12:2  (GT1),12,4.6Windows  4.6Linux  ES 3.2Linux,2.1Windows  2.1Linux,1.2Windows  1.2Linux,-,38.4
UHD Graphics 630,2018,Desktop,Pentium Gold G5500T,Coffee Lake,3E91,350,1050,184:23:3  (GT2),12,4.6Windows  4.6Linux  ES 3.2Linux,2.1Windows  2.1Linux,1.2Windows  1.2Linux,-,38.4
UHD Graphics 630,2018,Desktop,Pentium Gold G5500  Pentium Gold G5600  Core i3-8100T  Core i3-8100  Core i3-8300T,Coffee Lake,3E91,350,1100,184:23:3  (GT2),12,4.6Windows  4.6Linux  ES 3.2Linux,2.1Windows  2.1Linux,1.2Windows  1.2Linux,-,38.4
UHD Graphics 630,2018,Desktop,Core i3-8300  Core i3-8350K,Coffee Lake,3E91,350,1150,184:23:3  (GT2),12,4.6Windows  4.6Linux  ES 3.2Linux,2.1Windows  2.1Linux,1.2Windows  1.2Linux,-,38.4
UHD Graphics 630,2018,Desktop,Core i5-8400T  Core i5-8400  Core i5+8400,Coffee Lake,3E92,350,1050,192:24:3  (GT2),12,4.6Windows  4.6Linux  ES 3.2Linux,2.1Windows  2.1Linux,1.2Windows  1.2Linux,-,42.7
UHD Graphics 630,2018,Desktop,Core i5-8500T  Core i5-8500  Core i5+8500,Coffee Lake,3E92,350,1100,192:24:3  (GT2),12,4.6Windows  4.6Linux  ES 3.2Linux,2.1Windows  2.1Linux,1.2Windows  1.2Linux,-,42.7
UHD Graphics 630,2018,Desktop,Core i5-8600T  Core i5-8600  Core i5-8600K  Core i5-9600K,Coffee Lake,3E92,350,1150,192:24:3  (GT2),12,4.6Windows  4.6Linux  ES 3.2Linux,2.1Windows  2.1Linux,1.2Windows  1.2Linux,-,42.7
UHD Graphics 630,2018,Desktop,Core i7-8700T  Core i7-8700  Core i7+8700  Core i7-8700K  Core i7-8086K  Core i7-9700K  Core i9-9900K  Core i9-9900KS,Coffee Lake,3E92,350,1200,192:24:3  (GT2),12,4.6Windows  4.6Linux  ES 3.2Linux,2.1Windows  2.1Linux,1.2Windows  1.2Linux,-,42.7
UHD Graphics 630,2018,Mobile,Core i5-8300H,Coffee Lake,3E9B,350,1000,192:24:3  (GT2),12,4.6Windows  4.6Linux  ES 3.2Linux,2.1Windows  2.1Linux,1.2Windows  1.2Linux,-,42.7
UHD Graphics 630,2018,Mobile,Core i5-8400B,Coffee Lake,3E9B,350,1050,192:24:3  (GT2),12,4.6Windows  4.6Linux  ES 3.2Linux,2.1Windows  2.1Linux,1.2Windows  1.2Linux,-,42.7
UHD Graphics 630,2018,Mobile,Core i5-8400H  Core i7-8750H,Coffee Lake,3E9B,350,1100,192:24:3  (GT2),12,4.6Windows  4.6Linux  ES 3.2Linux,2.1Windows  2.1Linux,1.2Windows  1.2Linux,-,42.7
UHD Graphics 630,2018,Mobile,Core i5-8500B  Core i7-8850H,Coffee Lake,3E9B,350,1150,192:24:3  (GT2),12,4.6Windows  4.6Linux  ES 3.2Linux,2.1Windows  2.1Linux,1.2Windows  1.2Linux,-,42.7
UHD Graphics 630,2018,Mobile,Core i7-8700B  Core i9-8950HK,Coffee Lake,3E9B,350,1200,192:24:3  (GT2),12,4.6Windows  4.6Linux  ES 3.2Linux,2.1Windows  2.1Linux,1.2Windows  1.2Linux,-,42.7
UHD Graphics 630,2018,Mobile  Workstation,Xeon E-2176M  Xeon E-2186M,Coffee Lake,3E9B,350,1200,192:24:3  (GT2),12,4.6Windows  4.6Linux  ES 3.2Linux,2.1Windows  2.1Linux,1.2Windows  1.2Linux,-,42.7
Iris Plus Graphics 645,2018,Mobile,Core i5-8257U,Coffee Lake,3EA6,300,1050,384:48:6  (GT3),12,4.6Windows  4.6Linux  ES 3.2Linux,2.1Windows  2.1Linux,1.2Windows  1.2Linux,128,38.4
Iris Plus Graphics 645,2018,Mobile,Core i7-8557U,Coffee Lake,3EA6,300,1150,384:48:6  (GT3),12,4.6Windows  4.6Linux  ES 3.2Linux,2.1Windows  2.1Linux,1.2Windows  1.2Linux,128,38.4
Iris Plus Graphics 655,2018,Mobile,Core i3-8109U  Core i5-8259U,Coffee Lake,3EA5,300,1050,384:48:6  (GT3),12,4.6Windows  4.6Linux  ES 3.2Linux,2.1Windows  2.1Linux,1.2Windows  1.2Linux,128,38.4
Iris Plus Graphics 655,2018,Mobile,Core i5-8259U,Coffee Lake,3EA5,300,1100,384:48:6  (GT3),12,4.6Windows  4.6Linux  ES 3.2Linux,2.1Windows  2.1Linux,1.2Windows  1.2Linux,128,38.4
Iris Plus Graphics 655,2018,Mobile,Core i7-8559U  Core i7-8569U,Coffee Lake,3EA5,300,1200,384:48:6  (GT3),12,4.6Windows  4.6Linux  ES 3.2Linux,2.1Windows  2.1Linux,1.2Windows  1.2Linux,128,38.4
