Model (codename),Release Date & Price,Architecture & Fab,Transistors & Die Size,Core,Core,Fillrate[a][b][c],Fillrate[a][b][c],Processing power[a][d] (GFLOPS),Processing power[a][d] (GFLOPS),Processing power[a][d] (GFLOPS),Memory,Memory,Memory,Memory,TBP,Bus interface
Model (codename),Release Date & Price,Architecture & Fab,Transistors & Die Size,Config[e],Clock[a] (MHz),Texture (GT/s),Pixel (GP/s),Half,Single,Double,Bus type & width,Size (GiB),Clock (MT/s),Bandwidth (GB/s),TBP,Bus interface
Radeon VII (Vega 20) [108][109][110][111][112][113],"February 7, 2019 $699 USD",GCN 5th gen TSMC 7FF,13.2×109 331 mm2,3840:240:64 60 CU,1400 1750,336 420,89.6 112,"22,272 27,648","11,136 13,824","2,784 3,458.5",HBM2 4096-bit,16,2000,1028,300 W,PCIe 3.0 ×16
