ㄕㄨㄣ,shun,shuen,shwun,shun,shun,shuen,shwen,shoen,shuenn,ʂuən
ㄕㄨㄥ,shung,shung,shung,shong,shong,shong,shorng,shoong,shonq,ʂʊŋ
ㄕㄨㄛ,shuo,shuo,shwo,shuo,shuo,shuo,shwo,shuoo,shuoh,ʂuo
ㄙㄨㄛ,so,suo,swo,suo,suo,suo,swo,suoo,suoh,suo
ㄙㄡ,sou,sou,sou,sou,sou,sou,sour,soou,sow,sou
ㄙ,ssŭ,sz,sz,sih,si,sy,syr,syy,syh,sɨ
ㄙㄨ,su,su,su,su,su,su,swu,suu,suh,su
ㄙㄨㄢ,suan,suan,swan,suan,suan,suan,swan,soan,suann,suan
ㄙㄨㄟ,sui,suei,swei,suei,sui,suei,swei,soei,suey,suei
ㄙㄨㄣ,sun,suen,swun,sun,sun,suen,swen,soen,suenn,suən
ㄙㄨㄥ,sung,sung,sung,song,song,song,sorng,soong,sonq,sʊŋ
ㄉㄚ,ta,da,da,da,da,da,dar,daa,dah,ta
ㄊㄚ,tʻa,ta,ta,ta,ta,ta,tar,taa,tah,tʰa
ㄉㄞ,tai,dai,dai,dai,dai,dai,dair,dae,day,tai
ㄊㄞ,tʻai,tai,tai,tai,tai,tai,tair,tae,tay,tʰai
ㄉㄢ,tan,dan,dan,dan,dan,dan,darn,daan,dann,tan
ㄊㄢ,tʻan,tan,tan,tan,tan,tan,tarn,taan,tann,tʰan
ㄉㄤ,tang,dang,dang,dang,dang,dang,darng,daang,danq,taŋ
ㄊㄤ,tʻang,tang,tang,tang,tang,tang,tarng,taang,tanq,tʰaŋ
ㄉㄠ,tao,dau,dau,dao,dao,dau,daur,dao,daw,tau
ㄊㄠ,tʻao,tau,tau,tao,tao,tau,taur,tao,taw,tʰau
ㄉㄜ,tê,de,de,de,de,de,der,dee,deh,tɤ
ㄊㄜ,tʻê,te,te,te,te,te,ter,tee,teh,tʰɤ
ㄉㄟ,tei,dei,dei,dei,dei,dei,deir,deei,dey,tei
ㄉㄣ,tên,den,den,den,den,den,dern,deen,denn,tən
ㄉㄥ,têng,deng,deng,deng,deng,deng,derng,deeng,denq,təŋ
ㄊㄥ,tʻêng,teng,teng,teng,teng,teng,terng,teeng,tenq,tʰəŋ
ㄉㄧ,ti,di,di,di,di,di,dyi,dii,dih,ti
ㄊㄧ,tʻi,ti,ti,ti,ti,ti,tyi,tii,tih,tʰi
ㄉㄧㄤ,tiang,diang,dyang,diang,diang,diang,dyang,deang,dianq,tiaŋ
ㄉㄧㄠ,tiao,diau,dyau,diao,diao,diau,dyau,deau,diaw,tiau
ㄊㄧㄠ,tʻiao,tiau,tyau,tiao,tiao,tiau,tyau,teau,tiaw,tʰiau
ㄉㄧㄝ,tieh,die,dye,die,die,die,dye,diee,dieh,tie
ㄊㄧㄝ,tʻieh,tie,tye,tie,tie,tie,tye,tiee,tieh,tʰie
ㄉㄧㄢ,tien,dian,dyan,dian,dian,dian,dyan,dean,diann,tiɛn
ㄊㄧㄢ,tʻien,tian,tyan,tian,tian,tian,tyan,tean,tiann,tʰiɛn
ㄉㄧㄥ,ting,ding,ding,ding,ding,ding,dyng,diing,dinq,tiŋ
ㄊㄧㄥ,tʻing,ting,ting,ting,ting,ting,tyng,tiing,tinq,tʰiŋ
ㄉㄧㄡ,tiu,diou,dyou,diou,diu,diou,dyou,deou,diow,tiou
ㄉㄨㄛ,to,duo,dwo,duo,duo,duo,dwo,duoo,duoh,tuo
ㄊㄨㄛ,tʻo,tuo,two,tuo,tuo,tuo,two,tuoo,tuoh,tʰuo
ㄉㄡ,tou,dou,dou,dou,dou,dou,dour,doou,dow,tou
ㄊㄡ,tʻou,tou,tou,tou,tou,tou,tour,toou,tow,tʰou
ㄗㄚ,tsa,tza,dza,za,za,tza,tzar,tzaa,tzah,tsa
ㄘㄚ,tsʻa,tsa,tsa,ca,ca,tsa,tsar,tsaa,tsah,tsʰa
ㄗㄞ,tsai,tzai,dzai,zai,zai,tzai,tzair,tzae,tzay,tsai
ㄘㄞ,tsʻai,tsai,tsai,cai,cai,tsai,tsair,tsae,tsay,tsʰai
ㄗㄢ,tsan,tzan,dzan,zan,zan,tzan,tzarn,tzaan,tzann,tsan
ㄘㄢ,tsʻan,tsan,tsan,can,can,tsan,tsarn,tsaan,tsann,tsʰan
ㄗㄤ,tsang,tzang,dzang,zang,zang,tzang,tzarng,tzaang,tzanq,tsaŋ
ㄘㄤ,tsʻang,tsang,tsang,cang,cang,tsang,tsarng,tsaang,tsanq,tsʰaŋ
ㄗㄠ,tsao,tzau,dzau,zao,zao,tzau,tzaur,tzao,tzaw,tsau
ㄘㄠ,tsʻao,tsau,tsau,cao,cao,tsau,tsaur,tsao,tsaw,tsʰau
ㄗㄜ,tsê,tze,dze,ze,ze,tze,tzer,tzee,tzeh,tsɤ
ㄘㄜ,tsʻê,tse,tse,ce,ce,tse,tser,tsee,tseh,tsʰɤ
ㄗㄟ,tsei,tzei,dzei,zei,zei,tzei,tzeir,tzeei,tzey,tsei
ㄗㄣ,tsên,tzen,dzen,zen,zen,tzen,tzern,tzeen,tzenn,tsən
ㄘㄣ,tsʻên,tsen,tsen,cen,cen,tsen,tsern,tseen,tsenn,tsʰən
ㄗㄥ,tsêng,tzeng,dzeng,zeng,zeng,tzeng,tzerng,tzeeng,tzenq,tsəŋ
ㄘㄥ,tsʻêng,tseng,tseng,ceng,ceng,tseng,tserng,tseeng,tsenq,tsʰəŋ
ㄗㄨㄛ,tso,tzuo,dzwo,zuo,zuo,tzuo,tzwo,tzuoo,tzuoh,tsuo
ㄘㄨㄛ,tsʻo,tsuo,tswo,cuo,cuo,tsuo,tswo,tsuoo,tsuoh,tsʰuo
ㄗㄡ,tsou,tzou,dzou,zou,zou,tzou,tzour,tzoou,tzow,tsou
ㄘㄡ,tsʻou,tsou,tsou,cou,cou,tsou,tsour,tsoou,tsow,tsʰou
ㄗㄨ,tsu,tzu,dzu,zu,zu,tzu,tzwu,tzuu,tzuh,tsu
ㄘㄨ,tsʻu,tsu,tsu,cu,cu,tsu,tswu,tsuu,tsuh,tsʰu
ㄗㄨㄢ,tsuan,tzuan,dzwan,zuan,zuan,tzuan,tzwan,tzoan,tzuann,tsuan
ㄘㄨㄢ,tsʻuan,tsuan,tswan,cuan,cuan,tsuan,tswan,tsoan,tsuann,tsʰuan
ㄗㄨㄟ,tsui,tzuei,dzwei,zuei,zui,tzuei,tzwei,tzoei,tzuey,tsuei
ㄘㄨㄟ,tsʻui,tsuei,tswei,cuei,cui,tsuei,tswei,tsoei,tsuey,tsʰuei
ㄗㄨㄣ,tsun,tzuen,dzwun,zun,zun,tzuen,tzwen,tzoen,tzuenn,tsuən
ㄘㄨㄣ,tsʻun,tsuen,tswun,cun,cun,tsuen,tswen,tsoen,tsuenn,tsʰuən
ㄗㄨㄥ,tsung,tzung,dzung,zong,zong,tzong,tzorng,tzoong,tzonq,tsʊŋ
ㄘㄨㄥ,tsʻung,tsung,tsung,cong,cong,tsong,tsorng,tsoong,tsonq,tsʰʊŋ
ㄉㄨ,tu,du,du,du,du,du,dwu,duu,duh,tu
ㄊㄨ,tʻu,tu,tu,tu,tu,tu,twu,tuu,tuh,tʰu
ㄉㄨㄢ,tuan,duan,dwan,duan,duan,duan,dwan,doan,duann,tuan
ㄊㄨㄢ,tʻuan,tuan,twan,tuan,tuan,tuan,twan,toan,tuann,tʰuan
ㄉㄨㄟ,tui,duei,dwei,duei,dui,duei,dwei,doei,duey,tuei
ㄊㄨㄟ,tʻui,tuei,twei,tuei,tui,tuei,twei,toei,tuey,tʰuei
ㄉㄨㄣ,tun,duen,dwun,dun,dun,duen,dwen,doen,duenn,tuən
ㄊㄨㄣ,tʻun,tuen,twun,tun,tun,tuen,twen,toen,tuenn,tʰuən
ㄉㄨㄥ,tung,dung,dung,dong,dong,dong,dorng,doong,donq,tʊŋ
ㄊㄨㄥ,tʻung,tung,tung,tong,tong,tong,torng,toong,tonq,tʰʊŋ
ㄗ,tzŭ,tz,dz,zih,zi,tzy,tzyr,tzyy,tzyh,tsɨ
ㄘ,tzʻŭ,tsz,tsz,cih,ci,tsy,tsyr,tsyy,tsyh,tsʰɨ
ㄨㄚ,wa,wa,wa,wa,wa,ua,wa,waa,wah,ua
ㄨㄞ,wai,wai,wai,wai,wai,uai,wai,woai,way,uai
ㄨㄢ,wan,wan,wan,wan,wan,uan,wan,woan,wann,uan
ㄨㄤ,wang,wang,wang,wang,wang,uang,wang,woang,wanq,uaŋ
ㄨㄟ,wei,wei,wei,wei,wei,uei,wei,woei,wey,uei
ㄨㄣ,wên,wen,wen,wun,wen,uen,wen,woen,wenn,uən
ㄨㄥ,wêng,weng,weng,wong,weng,ueng,weng,woeng,wenq,uəŋ
ㄨㄛ,wo,wo,wo,wo,wo,uo,wo,woo,woh,uo
ㄨ,wu,wu,wu,wu,wu,u,wu,wuu,wuh,u
ㄧㄚ,ya,ya,ya,ya,ya,ia,ya,yea,yah,ia
ㄧㄢ,yen,yan,yan,yan,yan,ian,yan,yean,yann,iɛn
ㄧㄤ,yang,yang,yang,yang,yang,iang,yang,yeang,yanq,iaŋ
ㄧㄠ,yao,yau,yau,yao,yao,iau,yau,yeau,yaw,iau
ㄧㄝ,yeh,ye,ye,ye,ye,ie,ye,yee,yeh,ie
ㄧㄣ,yin,yin,yin,yin,yin,in,yn,yiin,yinn,in
ㄧㄥ,ying,ying,ying,ying,ying,ing,yng,yiing,yinq,iŋ
ㄧㄡ,yu,you,you,you,you,iou,you,yeou,yow,iou
ㄩㄥ,yung,yung,yung,yong,yong,iong,yong,yeong,yonq,iʊŋ
ㄩ,yü,yu,yu,yu,yu,iu,yu,yeu,yuh,y
ㄩㄢ,yüan,yuan,ywan,yuan,yuan,iuan,yuan,yeuan,yuann,yɛn
ㄩㄝ,yüeh,yue,ywe,yue,yue,iue,yue,yeue,yueh,ye
ㄩㄣ,yün,yun,yun,yun,yun,iun,yun,yeun,yunn,yn
