IDE,License,Windows,Linux,macOS,Other platforms,Debugger,GUI builder,Toolchain,Profiler,Code coverage,Autocomplete,Static code analysis,GUI-based design,Class browser,Latest stable release
EiffelStudio,GPL and commercial,Yes,Yes,Yes,"FreeBSD, OpenVMS, Solaris, VxWorks, other Unix",Yes,Yes,Yes,Yes,Automatic testing framework,Yes,"Type checking, Void-safety, Metrics tool",BON / UML class diagramming,Multi-view,"20.05, 2020"
