,Austria,Belgium,Czechia,Denmark,Estonia,Finland,France,Germany,Greece,Hungary,Iceland,Ireland,Italy,Luxembourg,Netherlands,Norway,Poland,Portugal,Romania,Russia Belarus,Slovakia,Slovenia,Spain,Sweden,Switzerland Liechtenstein,Turkey,Ukraine,UK,Åland
Customs,,,,NOT USED,,,,,, or ,NOT USED,NOT USED,,, or ,,,,,,,,," the sign exists in four variants, with the word ""Toll"" (Norwegian), ""Told"" (Danish), ""Tulli"" (Finnish) or ""Zoll"" (German) written below the line", or ,,,NOT USED, Customs is written under the line in a suitable language
Police,NOT USED,NOT USED,,NOT USED,,, or , ,NOT USED,,NOT USED,NOT USED,,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,,NOT USED,,,,NOT USED, or ,NOT USED,NOT USED,,
Toll,NOT USED, or ,NOT USED,NOT USED,NOT USED,NOT USED,, or ,,,,NOT USED,,NOT USED,NOT USED, or  or  (electronic toll collection),,,,NOT USED,NOT USED,, or ,,NOT USED,NOT USED,NOT USED, (road charge),NOT USED
Other Control,NOT USED,NOT USED,,,,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,,, or ,NOT USED,NOT USED,, DEFUNCT,NOT USED,,,NOT USED,NOT USED,,NOT USED,"Same as ""police"" but with suitable text"
,Austria,Belgium,Czechia,Denmark,Estonia,Finland,France,Germany,Greece,Hungary,Iceland,Ireland,Italy,Luxembourg,Netherlands,Norway,Poland,Portugal,Romania,Russia Belarus,Slovakia,Slovenia,Spain,Sweden,Switzerland Liechtenstein,Turkey,Ukraine,UK,Åland
