,singular,singular,singular,singular,singular,singular,singular,plural,plural,plural,plural,plural,plural,plural,indef.
,1st,2nd,2nd,3rd,3rd,3rd,3rd,1st,2nd,3rd,3rd,3rd,3rd,3rd,indef.
,1st,familiar,formal,m.,f.,n.,pan-gender,1st,2nd,m.,f.,n.,pan-gender,Reflexive,indef.
English,I,you (thou),you,he,she,it,he/it,we,you, , , ,they,,one
Ido,me,tu,vu,il(u),el(u),ol(u),lu,ni,vi,ili,eli,oli,li,su,on(u)
Novial,me,vu,vu,lo,la,lu(m),le,nus,vus,los,las,lus,les,se,on
