Client,Creator,Software license,Latest release
BookmarkSync,Jack Dean,Proprietary,"Windows: 3.0.0 (August 2010; 10 years ago (2010-08)) [±] 
Mac OS X: 1.0.4 (September 14, 2005; 15 years ago (2005-09-14)) [±] 
BookmarkSync was discontinued some time around 2006."
Opera,Opera Software,Proprietary,"Opera: 72.0.3815.186 (29 October 2020; 7 days ago (2020-10-29)[1])
 Opera Mini: Android50.0.2254.149182 / 30 May 2020; 5 months ago (2020-05-30)[2]iOS16.0.14 / 4 October 2018; 2 years ago (2018-10-04)[3]Windows Mobile 10 and Phone 8.19.1.0.232 / 16 June 2016; 4 years ago (2016-06-16)[4]BlackBerry8.0.1 / 10 July 2014; 6 years ago (2014-07-10)[5]Symbian7.1.32453 / 6 December 2016; 3 years ago (2016-12-06)[6]Java ME8.0 / 12 March 2014; 6 years ago (2014-03-12)[7]
 ",Android,50.0.2254.149182 / 30 May 2020; 5 months ago (2020-05-30)[2],iOS,16.0.14 / 4 October 2018; 2 years ago (2018-10-04)[3],Windows Mobile 10 and Phone 8.1,9.1.0.232 / 16 June 2016; 4 years ago (2016-06-16)[4],BlackBerry,8.0.1 / 10 July 2014; 6 years ago (2014-07-10)[5],Symbian,7.1.32453 / 6 December 2016; 3 years ago (2016-12-06)[6],Java ME,8.0 / 12 March 2014; 6 years ago (2014-03-12)[7]
Android,50.0.2254.149182 / 30 May 2020; 5 months ago (2020-05-30)[2]
iOS,16.0.14 / 4 October 2018; 2 years ago (2018-10-04)[3]
Windows Mobile 10 and Phone 8.1,9.1.0.232 / 16 June 2016; 4 years ago (2016-06-16)[4]
BlackBerry,8.0.1 / 10 July 2014; 6 years ago (2014-07-10)[5]
Symbian,7.1.32453 / 6 December 2016; 3 years ago (2016-12-06)[6]
Java ME,8.0 / 12 March 2014; 6 years ago (2014-03-12)[7]
SiteBar,Ondrej Brablc,GPL,3.4 12 February 2014; 6 years ago (2014-02-12)
Firefox Sync,Mozilla Foundation,Mozilla Public License,"
Standard82.0.2 / October 28, 2020; 8 days ago (2020-10-28)[8]Extended Support Release78.4.0 / October 20, 2020; 16 days ago (2020-10-20)[9]
 ",Standard,"82.0.2 / October 28, 2020; 8 days ago (2020-10-28)[8]",Extended Support Release,"78.4.0 / October 20, 2020; 16 days ago (2020-10-20)[9]"
Standard,"82.0.2 / October 28, 2020; 8 days ago (2020-10-28)[8]"
Extended Support Release,"78.4.0 / October 20, 2020; 16 days ago (2020-10-20)[9]"
Google Chrome,Google,Freeware under Google Chrome Terms of Service,"Windows, macOS, Linux86.0.4240.183 / November 2, 2020; 3 days ago (2020-11-02)[10]Android86.0.4240.185 / November 2, 2020; 3 days ago (2020-11-02)[11]iOS86.0.4240.93 / October 12, 2020; 24 days ago (2020-10-12)[12]
 ","Windows, macOS, Linux","86.0.4240.183 / November 2, 2020; 3 days ago (2020-11-02)[10]",Android,"86.0.4240.185 / November 2, 2020; 3 days ago (2020-11-02)[11]",iOS,"86.0.4240.93 / October 12, 2020; 24 days ago (2020-10-12)[12]"
"Windows, macOS, Linux","86.0.4240.183 / November 2, 2020; 3 days ago (2020-11-02)[10]"
Android,"86.0.4240.185 / November 2, 2020; 3 days ago (2020-11-02)[11]"
iOS,"86.0.4240.93 / October 12, 2020; 24 days ago (2020-10-12)[12]"
Pale Moon Sync,M.C. Straver,Mozilla Public License,N/A (part of Pale Moon)
,,,
Eversync,Nimbus Web Inc,Proprietary,"Firefox: 15.5.1 (July 5, 2018; 2 years ago (2018-07-05)) [±] 
Chrome: 17.1.1 (July 5, 2018; 2 years ago (2018-07-05)) [±] 
IE: 
Android: 1.11.1 (May 19, 2017; 3 years ago (2017-05-19)) [±] 
iOS: 2.6 (October 4, 2016; 4 years ago (2016-10-04)) [±] 
Windows Phone: "
floccus,"Open Source, Marcel Klehr",Freeware Mozilla Public License 2.0,https://github.com/marcelklehr/floccus/releases
Client,Creator,Software license,Latest release
