Aggregate score,Aggregate score
Aggregator,Score
GameRankings,SNES: 83%[38]
Review scores,Review scores
Publication,Score
Amstrad Action,Amstrad: 97%[39]
Crash,Spectrum: 91%[12]
EGM,LYNX: 6.8/10[41] CD-i: 6.25/10[42]
IGN,LYNX: 9/10[43]
Next Generation,3DO: [46]
Your Sinclair,Spectrum: 91%[14]
MegaTech,SMD: 92%[44]
Mega,SMD: 90%[45]
