,singular,singular,singular,singular,singular,singular,singular,plural,plural,plural,plural,plural,plural,plural,utrum
,first,second,second,third,third,third,third,first,second,third,third,third,third,third,utrum
,first,familiar,formal,masculine,feminine,neuter,utrum,first,second,masculine,feminine,neuter,utrum,reflexive,utrum
Ido,me,tu,vu,il(u),el(u),ol(u),lu,ni,vi,ili,eli,oli,li,su,on(u)
English,I,thou,you,he,she,it,–,we,you,,,,they,,one
Esperanto1894,mi/mu,tu,vu,lu,elu,lu,–,nos,vos,,,,ilu,su,on
Esperanto,mi,ci,vi,li,ŝi,ĝi,li,ni,vi,,,,ili,si,oni
